0.9404661	0.9437490	0.6608046	0.2061520	0.0687265	0.0758310	0.7798445	0.3024281
0.9402908	0.9318274	0.5764805	0.2314556	0.0687264	0.0758305	0.7798478	0.3025251
0.9402905	0.9074016	0.4784139	0.2857477	0.0687264	0.0758305	0.7798478	0.3025252
0.9402905	0.8764263	0.3723752	0.4056030	0.0687264	0.0758305	0.7798478	0.3025253
0.9402905	0.8627909	0.2686286	0.6269667	0.0687264	0.0758305	0.7798478	0.3025253
0.9402905	0.8604110	0.1794937	0.8577546	0.0687264	0.0758305	0.7798478	0.3025252
0.9402905	0.8600467	0.1142203	0.9645333	0.0687264	0.0758305	0.7798478	0.3025252
0.9402906	0.8599840	0.0749820	0.9911608	0.0687264	0.0758305	0.7798478	0.3025252
0.9402906	0.8599721	0.0568534	0.9965224	0.0687264	0.0758305	0.7798478	0.3025252
0.9402906	0.8599699	0.0514941	0.9975162	0.0687264	0.0758305	0.7798478	0.3025252
0.9402905	0.8599696	0.0509779	0.9976059	0.0687264	0.0758305	0.7798478	0.3025253
0.9402898	0.9587925	0.6608046	0.2061520	0.0687255	0.0758301	0.7798487	0.3025285
0.9402884	0.9467816	0.5764805	0.2314556	0.0687255	0.0758301	0.7798487	0.3025293
0.9402880	0.9221599	0.4784139	0.2857477	0.0687255	0.0758301	0.7798487	0.3025295
0.9402880	0.8909357	0.3723752	0.4056030	0.0687255	0.0758301	0.7798487	0.3025295
0.9402880	0.8771907	0.2686286	0.6269667	0.0687255	0.0758301	0.7798487	0.3025295
0.9402880	0.8747916	0.1794937	0.8577546	0.0687255	0.0758301	0.7798487	0.3025295
0.9402880	0.8744244	0.1142203	0.9645333	0.0687255	0.0758301	0.7798487	0.3025295
0.9402882	0.8743612	0.0749820	0.9911608	0.0687255	0.0758301	0.7798487	0.3025294
0.9402882	0.8743492	0.0568534	0.9965224	0.0687255	0.0758301	0.7798487	0.3025294
0.9402882	0.8743470	0.0514941	0.9975162	0.0687255	0.0758301	0.7798487	0.3025294
0.9402879	0.8743467	0.0509779	0.9976059	0.0687255	0.0758301	0.7798487	0.3025296
0.9402898	0.9597566	0.6608046	0.2061520	0.0687255	0.0758301	0.7798487	0.3025285
0.9402884	0.9477397	0.5764805	0.2314556	0.0687255	0.0758301	0.7798487	0.3025293
0.9402880	0.9231055	0.4784139	0.2857477	0.0687255	0.0758301	0.7798488	0.3025295
0.9402880	0.8918654	0.3723752	0.4056030	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8781133	0.2686286	0.6269667	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8757131	0.1794937	0.8577546	0.0687255	0.0758301	0.7798488	0.3025295
0.9402880	0.8753456	0.1142203	0.9645333	0.0687255	0.0758301	0.7798488	0.3025295
0.9402882	0.8752824	0.0749820	0.9911608	0.0687255	0.0758301	0.7798487	0.3025295
0.9402882	0.8752704	0.0568534	0.9965224	0.0687255	0.0758301	0.7798487	0.3025295
0.9402882	0.8752682	0.0514941	0.9975162	0.0687255	0.0758301	0.7798487	0.3025295
0.9402879	0.8752679	0.0509779	0.9976059	0.0687255	0.0758301	0.7798488	0.3025296
0.9402898	0.9607132	0.6608046	0.2061520	0.0687255	0.0758301	0.7798487	0.3025285
0.9402884	0.9486905	0.5764805	0.2314556	0.0687255	0.0758301	0.7798487	0.3025293
0.9402880	0.9240438	0.4784139	0.2857477	0.0687255	0.0758301	0.7798488	0.3025295
0.9402880	0.8927879	0.3723752	0.4056030	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8790288	0.2686286	0.6269667	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8766274	0.1794937	0.8577546	0.0687255	0.0758301	0.7798488	0.3025295
0.9402880	0.8762597	0.1142203	0.9645333	0.0687255	0.0758301	0.7798488	0.3025295
0.9402882	0.8761964	0.0749820	0.9911608	0.0687255	0.0758301	0.7798488	0.3025295
0.9402882	0.8761844	0.0568534	0.9965224	0.0687255	0.0758301	0.7798488	0.3025295
0.9402882	0.8761822	0.0514941	0.9975162	0.0687255	0.0758301	0.7798488	0.3025295
0.9402879	0.8761820	0.0509779	0.9976059	0.0687255	0.0758301	0.7798488	0.3025296
0.9402898	0.9616609	0.6608046	0.2061520	0.0687255	0.0758301	0.7798487	0.3025285
0.9402884	0.9496324	0.5764805	0.2314556	0.0687255	0.0758301	0.7798487	0.3025293
0.9402880	0.9249733	0.4784139	0.2857477	0.0687255	0.0758301	0.7798488	0.3025295
0.9402880	0.8937017	0.3723752	0.4056030	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8799358	0.2686286	0.6269667	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8775331	0.1794937	0.8577546	0.0687255	0.0758301	0.7798488	0.3025295
0.9402880	0.8771653	0.1142203	0.9645333	0.0687255	0.0758301	0.7798488	0.3025295
0.9402882	0.8771020	0.0749820	0.9911608	0.0687255	0.0758301	0.7798488	0.3025295
0.9402882	0.8770900	0.0568534	0.9965224	0.0687255	0.0758301	0.7798488	0.3025295
0.9402882	0.8770878	0.0514941	0.9975162	0.0687255	0.0758301	0.7798488	0.3025295
0.9402879	0.8770875	0.0509779	0.9976059	0.0687255	0.0758301	0.7798488	0.3025296
0.9402898	0.9625977	0.6608046	0.2061520	0.0687255	0.0758301	0.7798487	0.3025285
0.9402884	0.9505634	0.5764805	0.2314556	0.0687255	0.0758301	0.7798487	0.3025293
0.9402880	0.9258922	0.4784139	0.2857477	0.0687255	0.0758301	0.7798488	0.3025295
0.9402880	0.8946051	0.3723752	0.4056030	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8808324	0.2686286	0.6269667	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8784285	0.1794937	0.8577546	0.0687255	0.0758301	0.7798488	0.3025295
0.9402880	0.8780605	0.1142203	0.9645333	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8779971	0.0749820	0.9911608	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8779851	0.0568534	0.9965224	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8779829	0.0514941	0.9975162	0.0687255	0.0758301	0.7798488	0.3025295
0.9402879	0.8779827	0.0509779	0.9976059	0.0687255	0.0758301	0.7798488	0.3025296
0.9402898	0.9635209	0.6608046	0.2061520	0.0687255	0.0758301	0.7798487	0.3025286
0.9402884	0.9514810	0.5764805	0.2314556	0.0687255	0.0758301	0.7798487	0.3025293
0.9402880	0.9267977	0.4784139	0.2857477	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8954954	0.3723752	0.4056030	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8817159	0.2686286	0.6269667	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8793108	0.1794937	0.8577546	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8789427	0.1142203	0.9645333	0.0687255	0.0758301	0.7798488	0.3025296
0.9402881	0.8788793	0.0749820	0.9911608	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8788673	0.0568534	0.9965224	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8788650	0.0514941	0.9975162	0.0687255	0.0758301	0.7798488	0.3025295
0.9402879	0.8788648	0.0509779	0.9976059	0.0687255	0.0758301	0.7798488	0.3025296
0.9402898	0.9644266	0.6608046	0.2061520	0.0687255	0.0758301	0.7798487	0.3025286
0.9402884	0.9523810	0.5764805	0.2314556	0.0687255	0.0758301	0.7798487	0.3025293
0.9402880	0.9276860	0.4784139	0.2857477	0.0687255	0.0758301	0.7798488	0.3025296
0.9402879	0.8963687	0.3723752	0.4056030	0.0687255	0.0758301	0.7798488	0.3025296
0.9402879	0.8825826	0.2686286	0.6269667	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8801764	0.1794937	0.8577546	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8798081	0.1142203	0.9645333	0.0687255	0.0758301	0.7798488	0.3025296
0.9402881	0.8797446	0.0749820	0.9911608	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8797326	0.0568534	0.9965224	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8797304	0.0514941	0.9975162	0.0687255	0.0758301	0.7798488	0.3025295
0.9402879	0.8797302	0.0509779	0.9976059	0.0687255	0.0758301	0.7798488	0.3025296
0.9402898	0.9653082	0.6608046	0.2061520	0.0687255	0.0758301	0.7798487	0.3025286
0.9402884	0.9532571	0.5764805	0.2314556	0.0687255	0.0758301	0.7798487	0.3025294
0.9402880	0.9285506	0.4784139	0.2857477	0.0687255	0.0758301	0.7798488	0.3025296
0.9402879	0.8972187	0.3723752	0.4056030	0.0687255	0.0758301	0.7798488	0.3025296
0.9402879	0.8834262	0.2686286	0.6269667	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8810189	0.1794937	0.8577546	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8806504	0.1142203	0.9645333	0.0687255	0.0758301	0.7798488	0.3025296
0.9402881	0.8805869	0.0749820	0.9911608	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8805749	0.0568534	0.9965224	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8805727	0.0514941	0.9975162	0.0687255	0.0758301	0.7798488	0.3025295
0.9402879	0.8805725	0.0509779	0.9976059	0.0687255	0.0758301	0.7798488	0.3025296
0.9402898	0.9661526	0.6608046	0.2061520	0.0687255	0.0758301	0.7798487	0.3025286
0.9402884	0.9540961	0.5764805	0.2314556	0.0687255	0.0758301	0.7798487	0.3025294
0.9402880	0.9293785	0.4784139	0.2857477	0.0687255	0.0758301	0.7798488	0.3025296
0.9402879	0.8980326	0.3723752	0.4056030	0.0687255	0.0758301	0.7798488	0.3025296
0.9402879	0.8842340	0.2686286	0.6269667	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8818256	0.1794937	0.8577546	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8814570	0.1142203	0.9645333	0.0687255	0.0758301	0.7798488	0.3025296
0.9402881	0.8813935	0.0749820	0.9911608	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8813814	0.0568534	0.9965224	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8813792	0.0514941	0.9975162	0.0687255	0.0758301	0.7798488	0.3025295
0.9402879	0.8813790	0.0509779	0.9976059	0.0687255	0.0758301	0.7798488	0.3025296
0.9402889	0.9669088	0.6608046	0.2061520	0.0687255	0.0758301	0.7798487	0.3025291
0.9402884	0.9548428	0.5764805	0.2314556	0.0687255	0.0758301	0.7798487	0.3025294
0.9402880	0.9301152	0.4784139	0.2857477	0.0687255	0.0758301	0.7798488	0.3025296
0.9402879	0.8987569	0.3723752	0.4056030	0.0687255	0.0758301	0.7798488	0.3025296
0.9402879	0.8849528	0.2686286	0.6269667	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8825435	0.1794937	0.8577546	0.0687255	0.0758301	0.7798488	0.3025296
0.9402880	0.8821747	0.1142203	0.9645333	0.0687255	0.0758301	0.7798488	0.3025296
0.9402881	0.8821112	0.0749820	0.9911608	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8820992	0.0568534	0.9965224	0.0687255	0.0758301	0.7798488	0.3025295
0.9402881	0.8820970	0.0514941	0.9975162	0.0687255	0.0758301	0.7798488	0.3025295
0.9402879	0.8820967	0.0509779	0.9976059	0.0687255	0.0758301	0.7798488	0.3025296
